"TimeStamp","Date","Participant","Gender","Condition","Block","Time.ms.","GridTilePosition","Radius","IconCenterX","IconCenterY","TouchX","TouchY","InsideCircle"
1512522187887,"6 Dec. 2017 12:03:07 pm","P01","M","Speech-Foreign","B01",464,7,135,945,462,920.742187,493.78125,"True"
1512522188570,"6 Dec. 2017 12:03:08 pm","P01","M","Speech-Foreign","B01",683,23,135,945,1694,932.871094,1674.5625,"True"
1512522189064,"6 Dec. 2017 12:03:09 pm","P01","M","Speech-Foreign","B01",493,18,135,675,1386,681.855469,1383.46875,"True"
1512522189618,"6 Dec. 2017 12:03:09 pm","P01","M","Speech-Foreign","B01",552,12,135,135,1078,170.068359,1072.21875,"True"
1512522190177,"6 Dec. 2017 12:03:10 pm","P01","M","Speech-Foreign","B01",558,3,135,945,154,957.65625,163.703568,"True"
1512522190670,"6 Dec. 2017 12:03:10 pm","P01","M","Speech-Foreign","B01",492,14,135,675,1078,705.299927,1065.356934,"True"
1512522191214,"6 Dec. 2017 12:03:11 pm","P01","M","Speech-Foreign","B01",544,8,135,135,770,194.589844,805.5,"True"
1512522191738,"6 Dec. 2017 12:03:11 pm","P01","M","Speech-Foreign","B01",523,5,135,405,462,497.548828,517.21875,"True"
1512522192359,"6 Dec. 2017 12:03:12 pm","P01","M","Speech-Foreign","B01",619,21,135,405,1694,451.40625,1599.09375,"True"
1512522193040,"6 Dec. 2017 12:03:13 pm","P01","M","Speech-Foreign","B01",681,4,135,135,462,160.3125,522.375,"True"
1512522193643,"6 Dec. 2017 12:03:13 pm","P01","M","Speech-Foreign","B01",602,20,135,135,1694,168.486328,1674.5625,"True"
1512522194108,"6 Dec. 2017 12:03:14 pm","P01","M","Speech-Foreign","B01",464,16,135,135,1386,162.421875,1355.34375,"True"
1512522194857,"6 Dec. 2017 12:03:14 pm","P01","M","Speech-Foreign","B01",748,3,135,945,154,905.449219,197.0625,"True"
1512522195517,"6 Dec. 2017 12:03:15 pm","P01","M","Speech-Foreign","B01",658,21,135,405,1694,394.189453,1698,"True"
1512522196140,"6 Dec. 2017 12:03:16 pm","P01","M","Speech-Foreign","B01",622,18,135,675,1386,671.572266,1326.75,"True"
1512522196724,"6 Dec. 2017 12:03:16 pm","P01","M","Speech-Foreign","B01",583,20,135,135,1694,165.058594,1702.21875,"True"
1512522197292,"6 Dec. 2017 12:03:17 pm","P01","M","Speech-Foreign","B01",567,10,135,675,770,700.839844,799.875,"True"
1512522197889,"6 Dec. 2017 12:03:17 pm","P01","M","Speech-Foreign","B01",596,12,135,135,1078,155.566406,1118.15625,"True"
1512522198430,"6 Dec. 2017 12:03:18 pm","P01","M","Speech-Foreign","B01",540,9,135,405,770,401.308594,836.90625,"True"
1512522199102,"6 Dec. 2017 12:03:19 pm","P01","M","Speech-Foreign","B01",670,4,135,135,462,112.060547,468.46875,"True"
1512522199644,"6 Dec. 2017 12:03:19 pm","P01","M","Speech-Foreign","B01",541,8,135,135,770,131.572266,825.65625,"True"
1512522200211,"6 Dec. 2017 12:03:20 pm","P01","M","Speech-Foreign","B01",566,0,135,135,154,163.476562,211.939728,"True"
1512522200808,"6 Dec. 2017 12:03:20 pm","P01","M","Speech-Foreign","B01",597,21,135,405,1694,393.398437,1704.5625,"True"
1512522201403,"6 Dec. 2017 12:03:21 pm","P01","M","Speech-Foreign","B01",593,7,135,945,462,968.203125,457.21875,"True"
1512522201957,"6 Dec. 2017 12:03:21 pm","P01","M","Speech-Foreign","B01",554,9,135,405,770,467.226562,796.125,"True"
1512522202501,"6 Dec. 2017 12:03:22 pm","P01","M","Speech-Foreign","B01",542,16,135,135,1386,148.974609,1348.78125,"True"
1512522203138,"6 Dec. 2017 12:03:23 pm","P01","M","Speech-Foreign","B01",637,0,135,135,154,200.654297,166.59375,"True"
1512522203677,"6 Dec. 2017 12:03:23 pm","P01","M","Speech-Foreign","B01",537,18,135,675,1386,644.150391,1453.3125,"True"
1512522204180,"6 Dec. 2017 12:03:24 pm","P01","M","Speech-Foreign","B01",503,16,135,135,1386,160.048828,1436.90625,"True"
1512522204691,"6 Dec. 2017 12:03:24 pm","P01","M","Speech-Foreign","B01",510,12,135,135,1078,137.373047,1093.78125,"True"
1512522205208,"6 Dec. 2017 12:03:25 pm","P01","M","Speech-Foreign","B01",516,20,135,135,1694,151.875,1697.0625,"True"
1512522205777,"6 Dec. 2017 12:03:25 pm","P01","M","Speech-Foreign","B01",568,14,135,675,1078,681.591797,1050.65625,"True"
1512522206365,"6 Dec. 2017 12:03:26 pm","P01","M","Speech-Foreign","B01",587,0,135,135,154,129.199219,238.3125,"True"
1512522206821,"6 Dec. 2017 12:03:26 pm","P01","M","Speech-Foreign","B01",455,9,135,405,770,416.954895,786.670288,"True"
1512522207263,"6 Dec. 2017 12:03:27 pm","P01","M","Speech-Foreign","B01",441,5,135,405,462,410.537109,452.295593,"True"
1512522207797,"6 Dec. 2017 12:03:27 pm","P01","M","Speech-Foreign","B01",533,3,135,945,154,888.310547,142.6875,"True"
1512522208329,"6 Dec. 2017 12:03:28 pm","P01","M","Speech-Foreign","B01",530,13,135,405,1078,419.238281,1107.180542,"True"
1512522208848,"6 Dec. 2017 12:03:28 pm","P01","M","Speech-Foreign","B01",519,5,135,405,462,408.991028,495.245361,"True"
1512522209353,"6 Dec. 2017 12:03:29 pm","P01","M","Speech-Foreign","B01",504,8,135,135,770,147.392578,766.59375,"True"
1512522209943,"6 Dec. 2017 12:03:29 pm","P01","M","Speech-Foreign","B01",589,21,135,405,1694,376.787109,1611.75,"True"
1512522210481,"6 Dec. 2017 12:03:30 pm","P01","M","Speech-Foreign","B01",537,5,135,405,462,380.214844,480.1875,"True"
1512522211032,"6 Dec. 2017 12:03:31 pm","P01","M","Speech-Foreign","B01",550,16,135,135,1386,170.859375,1359.5625,"True"
1512522211689,"6 Dec. 2017 12:03:31 pm","P01","M","Speech-Foreign","B01",655,23,135,945,1694,919.423828,1622.0625,"True"
1512522212225,"6 Dec. 2017 12:03:32 pm","P01","M","Speech-Foreign","B01",535,20,135,135,1694,196.962891,1683.9375,"True"
1512522212892,"6 Dec. 2017 12:03:32 pm","P01","M","Speech-Foreign","B01",666,3,135,945,154,920.214844,167.53125,"True"
1512522213475,"6 Dec. 2017 12:03:33 pm","P01","M","Speech-Foreign","B01",582,2,135,675,154,672.890625,168.9375,"True"
1512522214129,"6 Dec. 2017 12:03:34 pm","P01","M","Speech-Foreign","B01",654,19,135,945,1386,932.34375,1338,"True"
1512522214757,"6 Dec. 2017 12:03:34 pm","P01","M","Speech-Foreign","B01",627,1,135,405,154,410.273437,226.59375,"True"
1512522215319,"6 Dec. 2017 12:03:35 pm","P01","M","Speech-Foreign","B01",561,0,135,135,154,182.460937,201.28125,"True"
1512522215947,"6 Dec. 2017 12:03:35 pm","P01","M","Speech-Foreign","B01",626,6,135,675,462,700.3125,502.21875,"True"
1512522216446,"6 Dec. 2017 12:03:36 pm","P01","M","Speech-Foreign","B01",498,1,135,405,154,422.402344,176.90625,"True"
1512522217040,"6 Dec. 2017 12:03:37 pm","P01","M","Speech-Foreign","B01",593,8,135,135,770,211.570679,762.031738,"True"
1512522217506,"6 Dec. 2017 12:03:37 pm","P01","M","Speech-Foreign","B01",465,4,135,135,462,191.162109,459.09375,"True"
1512522218011,"6 Dec. 2017 12:03:38 pm","P01","M","Speech-Foreign","B01",504,6,135,675,462,680.483246,488.318787,"True"
1512522218509,"6 Dec. 2017 12:03:38 pm","P01","M","Speech-Foreign","B01",497,5,135,405,462,439.804687,470.926636,"True"
1512522219005,"6 Dec. 2017 12:03:39 pm","P01","M","Speech-Foreign","B01",494,6,135,675,462,698.466797,486.75,"True"
1512522219530,"6 Dec. 2017 12:03:39 pm","P01","M","Speech-Foreign","B01",524,7,135,945,462,902.548828,480.65625,"True"
1512522220006,"6 Dec. 2017 12:03:40 pm","P01","M","Speech-Foreign","B01",476,9,135,405,770,482.824646,773.193054,"True"
1512522220520,"6 Dec. 2017 12:03:40 pm","P01","M","Speech-Foreign","B01",512,1,135,405,154,430.048828,208.3125,"True"
1512522221073,"6 Dec. 2017 12:03:41 pm","P01","M","Speech-Foreign","B01",552,7,135,945,462,898.330078,467.53125,"True"
1512522221609,"6 Dec. 2017 12:03:41 pm","P01","M","Speech-Foreign","B01",535,15,135,945,1078,958.974609,1065.65625,"True"
1512522222015,"6 Dec. 2017 12:03:42 pm","P01","M","Speech-Foreign","B01",405,10,135,675,770,722.106873,752.142883,"True"
1512522222,"6 Dec. 2017 12:03:42 pm","P01","M","Speech-Foreign","B01",405,21,135,405,1694,473.291016,1543.78125,"False"
1512522222957,"6 Dec. 2017 12:03:42 pm","P01","M","Speech-Foreign","B01",941,21,135,405,1694,418.974609,1761.75,"True"
1512522223572,"6 Dec. 2017 12:03:43 pm","P01","M","Speech-Foreign","B01",613,4,135,135,462,172.96875,493.3125,"True"
1512522224083,"6 Dec. 2017 12:03:44 pm","P01","M","Speech-Foreign","B01",510,1,135,405,154,393.662109,158.625,"True"
1512522224582,"6 Dec. 2017 12:03:44 pm","P01","M","Speech-Foreign","B01",499,0,135,135,154,157.675781,185.578125,"True"
1512522225149,"6 Dec. 2017 12:03:45 pm","P01","M","Speech-Foreign","B01",565,11,135,945,770,938.144531,786.28125,"True"
1512522225667,"6 Dec. 2017 12:03:45 pm","P01","M","Speech-Foreign","B01",518,18,135,675,1386,720.941498,1370.66748,"True"
1512522226186,"6 Dec. 2017 12:03:46 pm","P01","M","Speech-Foreign","B01",517,20,135,135,1694,170.068359,1650.1875,"True"
1512522226633,"6 Dec. 2017 12:03:46 pm","P01","M","Speech-Foreign","B01",445,13,135,405,1078,403.945312,1109.25,"True"
1512522227481,"6 Dec. 2017 12:03:47 pm","P01","M","Speech-Foreign","B01",848,20,135,135,1694,141.855469,1699.40625,"True"
1512522227968,"6 Dec. 2017 12:03:47 pm","P01","M","Speech-Foreign","B01",486,12,135,135,1078,146.601562,1053.9375,"True"
1512522228486,"6 Dec. 2017 12:03:48 pm","P01","M","Speech-Foreign","B01",517,10,135,675,770,665.244141,733.78125,"True"
1512522228971,"6 Dec. 2017 12:03:48 pm","P01","M","Speech-Foreign","B01",483,18,135,675,1386,646.787109,1319.25,"True"
1512522229600,"6 Dec. 2017 12:03:49 pm","P01","M","Speech-Foreign","B01",628,0,135,135,154,189.448242,203.859375,"True"
1512522230154,"6 Dec. 2017 12:03:50 pm","P01","M","Speech-Foreign","B01",553,18,135,675,1386,717.978516,1417.21875,"True"
1512522230589,"6 Dec. 2017 12:03:50 pm","P01","M","Speech-Foreign","B01",434,9,135,405,770,429.257812,791.4375,"True"
1512522231134,"6 Dec. 2017 12:03:51 pm","P01","M","Speech-Foreign","B01",543,3,135,945,154,893.320312,107.0625,"True"
1512522231632,"6 Dec. 2017 12:03:51 pm","P01","M","Speech-Foreign","B01",498,10,135,675,770,687.985626,779.152405,"True"
1512522232148,"6 Dec. 2017 12:03:52 pm","P01","M","Speech-Foreign","B01",514,18,135,675,1386,649.6875,1374.5625,"True"
1512522232750,"6 Dec. 2017 12:03:52 pm","P01","M","Speech-Foreign","B01",602,1,135,405,154,432.158203,229.875,"True"
1512522233230,"6 Dec. 2017 12:03:53 pm","P01","M","Speech-Foreign","B01",478,9,135,405,770,431.056396,825.488708,"True"
1512522233778,"6 Dec. 2017 12:03:53 pm","P01","M","Speech-Foreign","B01",548,7,135,945,462,893.320312,439.875,"True"
1512522234430,"6 Dec. 2017 12:03:54 pm","P01","M","Speech-Foreign","B01",650,20,135,135,1694,205.580627,1611.30249,"True"
1512522235119,"6 Dec. 2017 12:03:55 pm","P01","M","Speech-Foreign","B01",687,3,135,945,154,915.205078,196.59375,"True"
1512522235627,"6 Dec. 2017 12:03:55 pm","P01","M","Speech-Foreign","B01",508,14,135,675,1078,685.019531,1057.21875,"True"
1512522236106,"6 Dec. 2017 12:03:56 pm","P01","M","Speech-Foreign","B01",478,7,135,945,462,975.058594,446.671875,"True"
1512522236590,"6 Dec. 2017 12:03:56 pm","P01","M","Speech-Foreign","B01",483,14,135,675,1078,707.431641,1134.5625,"True"
1512522237083,"6 Dec. 2017 12:03:57 pm","P01","M","Speech-Foreign","B01",492,7,135,945,462,942.099609,459.5625,"True"
1512522238172,"6 Dec. 2017 12:03:58 pm","P01","M","Speech-Foreign","B01",1088,16,135,135,1386,177.1875,1475.34375,"True"
1512522238709,"6 Dec. 2017 12:03:58 pm","P01","M","Speech-Foreign","B01",536,11,135,945,770,957.65625,756.778137,"True"
1512522239217,"6 Dec. 2017 12:03:59 pm","P01","M","Speech-Foreign","B01",507,17,135,405,1386,423.457031,1372.6875,"True"
1512522239813,"6 Dec. 2017 12:03:59 pm","P01","M","Speech-Foreign","B01",595,4,135,135,462,147.392578,484.40625,"True"
1512522240377,"6 Dec. 2017 12:04:00 pm","P01","M","Speech-Foreign","B01",563,7,135,945,462,894.902344,494.25,"True"
1512522240902,"6 Dec. 2017 12:04:00 pm","P01","M","Speech-Foreign","B01",524,11,135,945,770,938.408203,831.28125,"True"
1512522241588,"6 Dec. 2017 12:04:01 pm","P01","M","Speech-Foreign","B01",684,23,135,945,1694,947.636719,1706.90625,"True"
1512522242302,"6 Dec. 2017 12:04:02 pm","P01","M","Speech-Foreign","B01",713,1,135,405,154,466.27356,211.882935,"True"
1512522242975,"6 Dec. 2017 12:04:02 pm","P01","M","Speech-Foreign","B01",673,20,135,135,1694,216.474609,1679.25,"True"
1512522243515,"6 Dec. 2017 12:04:03 pm","P01","M","Speech-Foreign","B01",539,13,135,405,1078,438.75,1110.1875,"True"
1512522244047,"6 Dec. 2017 12:04:04 pm","P01","M","Speech-Foreign","B01",531,18,135,675,1386,683.4375,1396.59375,"True"
1512522244773,"6 Dec. 2017 12:04:04 pm","P01","M","Speech-Foreign","B01",726,3,135,945,154,973.212891,193.78125,"True"
1512522245257,"6 Dec. 2017 12:04:05 pm","P01","M","Speech-Foreign","B01",482,3,135,945,154,921.269531,193.78125,"True"
1512522245795,"6 Dec. 2017 12:04:05 pm","P01","M","Speech-Foreign","B01",538,14,135,675,1078,680.009766,1073.15625,"True"
1512522246436,"6 Dec. 2017 12:04:06 pm","P01","M","Speech-Foreign","B01",640,0,135,135,154,213.837891,241.125,"True"
1512522246985,"6 Dec. 2017 12:04:06 pm","P01","M","Speech-Foreign","B01",548,12,135,135,1078,169.277344,1093.78125,"True"
1512522247689,"6 Dec. 2017 12:04:07 pm","P01","M","Speech-Foreign","B01",702,23,135,945,1694,921.533203,1629.5625,"True"
1512522248258,"6 Dec. 2017 12:04:08 pm","P01","M","Speech-Foreign","B01",568,11,135,945,770,991.142578,780.1875,"True"
1512522248752,"6 Dec. 2017 12:04:08 pm","P01","M","Speech-Foreign","B01",494,7,135,945,462,940.854095,477.908508,"True"
1512522249322,"6 Dec. 2017 12:04:09 pm","P01","M","Speech-Foreign","B01",569,4,135,135,462,133.15802,455.8125,"True"
1512522249844,"6 Dec. 2017 12:04:09 pm","P01","M","Speech-Foreign","B01",521,14,135,675,1078,652.851562,1063.78125,"True"
1512522250309,"6 Dec. 2017 12:04:10 pm","P01","M","Speech-Foreign","B01",464,13,135,405,1078,432.949219,1113,"True"
1512522250804,"6 Dec. 2017 12:04:10 pm","P01","M","Speech-Foreign","B01",494,13,135,405,1078,424.248047,1071.28125,"True"
1512522251285,"6 Dec. 2017 12:04:11 pm","P01","M","Speech-Foreign","B01",480,9,135,405,770,391.816406,795.1875,"True"
1512522251763,"6 Dec. 2017 12:04:11 pm","P01","M","Speech-Foreign","B01",477,5,135,405,462,466.962891,430.03125,"True"
1512522252287,"6 Dec. 2017 12:04:12 pm","P01","M","Speech-Foreign","B01",523,4,135,135,462,163.241821,460.517151,"True"
1512522252783,"6 Dec. 2017 12:04:12 pm","P01","M","Speech-Foreign","B01",495,6,135,675,462,657.597656,519.09375,"True"
1512522253339,"6 Dec. 2017 12:04:13 pm","P01","M","Speech-Foreign","B01",555,18,135,675,1386,696.621094,1330.5,"True"
1512522253916,"6 Dec. 2017 12:04:13 pm","P01","M","Speech-Foreign","B01",576,23,135,945,1694,920.478516,1674.5625,"True"
1512522254471,"6 Dec. 2017 12:04:14 pm","P01","M","Speech-Foreign","B01",554,15,135,945,1078,963.984375,1072.6875,"True"
1512522255417,"6 Dec. 2017 12:04:15 pm","P01","M","Speech-Foreign","B01",945,17,135,405,1386,398.144531,1391.90625,"True"
1512522255904,"6 Dec. 2017 12:04:15 pm","P01","M","Speech-Foreign","B01",486,14,135,675,1078,671.308594,1049.939453,"True"
1512522256417,"6 Dec. 2017 12:04:16 pm","P01","M","Speech-Foreign","B01",512,11,135,945,770,942.626953,807.375,"True"
1512522256980,"6 Dec. 2017 12:04:16 pm","P01","M","Speech-Foreign","B01",562,2,135,675,154,652.060547,210.65625,"True"
1512522257497,"6 Dec. 2017 12:04:17 pm","P01","M","Speech-Foreign","B01",516,13,135,405,1078,393.508972,1122.375,"True"
1512522258079,"6 Dec. 2017 12:04:18 pm","P01","M","Speech-Foreign","B01",581,21,135,405,1694,432.949219,1661.4375,"True"
1512522258817,"6 Dec. 2017 12:04:18 pm","P01","M","Speech-Foreign","B01",736,0,135,135,154,114.960937,161.90625,"True"
1512522259353,"6 Dec. 2017 12:04:19 pm","P01","M","Speech-Foreign","B01",535,12,135,135,1078,165.322266,1056.28125,"True"
1512522259843,"6 Dec. 2017 12:04:19 pm","P01","M","Speech-Foreign","B01",490,5,135,405,462,429.75061,430.907349,"True"
1512522260376,"6 Dec. 2017 12:04:20 pm","P01","M","Speech-Foreign","B01",532,7,135,945,462,888.574219,514.875,"True"
1512522260876,"6 Dec. 2017 12:04:20 pm","P01","M","Speech-Foreign","B01",499,6,135,675,462,667.353516,469.40625,"True"
1512522261423,"6 Dec. 2017 12:04:21 pm","P01","M","Speech-Foreign","B01",546,4,135,135,462,206.455078,477.375,"True"
1512522261907,"6 Dec. 2017 12:04:21 pm","P01","M","Speech-Foreign","B01",483,5,135,405,462,456.152344,484.40625,"True"
1512522262540,"6 Dec. 2017 12:04:22 pm","P01","M","Speech-Foreign","B01",632,20,135,135,1694,177.190002,1625.756714,"True"
1512522263119,"6 Dec. 2017 12:04:23 pm","P01","M","Speech-Foreign","B01",577,15,135,945,1078,919.160156,1099.875,"True"
1512522263634,"6 Dec. 2017 12:04:23 pm","P01","M","Speech-Foreign","B01",515,6,135,675,462,696.09375,437.0625,"True"
1512522264288,"6 Dec. 2017 12:04:24 pm","P01","M","Speech-Foreign","B01",653,23,135,945,1694,919.423828,1606.59375,"True"
1512522264835,"6 Dec. 2017 12:04:24 pm","P01","M","Speech-Foreign","B01",546,16,135,135,1386,163.582092,1352.015625,"True"
1512522265421,"6 Dec. 2017 12:04:25 pm","P01","M","Speech-Foreign","B01",585,3,135,945,154,945.091431,177.862595,"True"
1512522265998,"6 Dec. 2017 12:04:25 pm","P01","M","Speech-Foreign","B01",575,21,135,405,1694,397.880859,1674.09375,"True"
1512522266532,"6 Dec. 2017 12:04:26 pm","P01","M","Speech-Foreign","B01",534,17,135,405,1386,383.642578,1375.03125,"True"
1512522267118,"6 Dec. 2017 12:04:27 pm","P01","M","Speech-Foreign","B01",585,15,135,945,1078,994.306641,1043.625,"True"
1512522267662,"6 Dec. 2017 12:04:27 pm","P01","M","Speech-Foreign","B01",543,22,135,675,1694,740.126953,1642.6875,"True"
1512522268158,"6 Dec. 2017 12:04:28 pm","P01","M","Speech-Foreign","B01",495,13,270,540,1540,558.720703,1507.21875,"True"
1512522268710,"6 Dec. 2017 12:04:28 pm","P01","M","Speech-Foreign","B01",552,11,270,810,1232,933.925781,1239.5625,"True"
1512522269227,"6 Dec. 2017 12:04:29 pm","P01","M","Speech-Foreign","B01",516,7,270,540,924,535.78125,935.8125,"True"
1512522269697,"6 Dec. 2017 12:04:29 pm","P01","M","Speech-Foreign","B01",467,8,270,810,924,861.679687,892.6875,"True"
1512522270177,"6 Dec. 2017 12:04:30 pm","P01","M","Speech-Foreign","B01",479,5,270,810,616,774.667969,580.96875,"True"
1512522270780,"6 Dec. 2017 12:04:30 pm","P01","M","Speech-Foreign","B01",602,0,270,270,308,366.431335,405.389618,"True"
1512522271288,"6 Dec. 2017 12:04:31 pm","P01","M","Speech-Foreign","B01",507,8,270,810,924,898.59375,1047.84375,"True"
1512522271855,"6 Dec. 2017 12:04:31 pm","P01","M","Speech-Foreign","B01",566,13,270,540,1540,576.914459,1559.659668,"True"
1512522272396,"6 Dec. 2017 12:04:32 pm","P01","M","Speech-Foreign","B01",540,7,270,540,924,585.351562,940.96875,"True"
1512522272958,"6 Dec. 2017 12:04:32 pm","P01","M","Speech-Foreign","B01",561,7,270,540,924,577.96875,918.46875,"True"
1512522273536,"6 Dec. 2017 12:04:33 pm","P01","M","Speech-Foreign","B01",577,9,270,270,1232,268.945312,1226.724976,"True"
1512522274151,"6 Dec. 2017 12:04:34 pm","P01","M","Speech-Foreign","B01",614,5,270,810,616,849.550781,635.34375,"True"
1512522274655,"6 Dec. 2017 12:04:34 pm","P01","M","Speech-Foreign","B01",503,1,270,540,308,542.109375,291.75,"True"
1512522275179,"6 Dec. 2017 12:04:35 pm","P01","M","Speech-Foreign","B01",522,1,270,540,308,550.810547,338.15625,"True"
1512522275815,"6 Dec. 2017 12:04:35 pm","P01","M","Speech-Foreign","B01",636,11,270,810,1232,820.810547,1170.65625,"True"
1512522276340,"6 Dec. 2017 12:04:36 pm","P01","M","Speech-Foreign","B01",524,13,270,540,1540,584.296875,1581.28125,"True"
1512522276964,"6 Dec. 2017 12:04:36 pm","P01","M","Speech-Foreign","B01",623,12,270,270,1540,277.000549,1568.66394,"True"
1512522277486,"6 Dec. 2017 12:04:37 pm","P01","M","Speech-Foreign","B01",521,13,270,540,1540,553.183594,1512.375,"True"
1512522278029,"6 Dec. 2017 12:04:38 pm","P01","M","Speech-Foreign","B01",542,6,270,270,924,358.066406,949.875,"True"
1512522278489,"6 Dec. 2017 12:04:38 pm","P01","M","Speech-Foreign","B01",459,7,270,540,924,609.20343,842.652832,"True"
1512522279042,"6 Dec. 2017 12:04:39 pm","P01","M","Speech-Foreign","B01",551,2,270,810,308,840.613861,381.60791,"True"
1512522279449,"6 Dec. 2017 12:04:39 pm","P01","M","Speech-Foreign","B01",407,2,270,810,308,820.019531,366.28125,"True"
1512522279997,"6 Dec. 2017 12:04:39 pm","P01","M","Speech-Foreign","B01",547,10,270,540,1232,542.561829,1229.766724,"True"
1512522280491,"6 Dec. 2017 12:04:40 pm","P01","M","Speech-Foreign","B01",493,4,270,540,616,557.929687,621.28125,"True"
1512522280948,"6 Dec. 2017 12:04:40 pm","P01","M","Speech-Foreign","B01",456,2,270,810,308,826.875,353.625,"True"
1512522281555,"6 Dec. 2017 12:04:41 pm","P01","M","Speech-Foreign","B01",606,12,270,270,1540,311.132812,1515.65625,"True"
1512522282095,"6 Dec. 2017 12:04:42 pm","P01","M","Speech-Foreign","B01",539,12,270,270,1540,300.585937,1499.71875,"True"
1512522282711,"6 Dec. 2017 12:04:42 pm","P01","M","Speech-Foreign","B01",614,2,270,810,308,785.789673,411.75,"True"
1512522283304,"6 Dec. 2017 12:04:43 pm","P01","M","Speech-Foreign","B01",592,12,270,270,1540,330.913391,1545.184448,"True"
1512522283773,"6 Dec. 2017 12:04:43 pm","P01","M","Speech-Foreign","B01",467,12,270,270,1540,296.630859,1528.3125,"True"
1512522284279,"6 Dec. 2017 12:04:44 pm","P01","M","Speech-Foreign","B01",506,8,270,810,924,778.886719,928.3125,"True"
1512522284776,"6 Dec. 2017 12:04:44 pm","P01","M","Speech-Foreign","B01",496,9,270,270,1232,329.0625,1223.625,"True"
1512522285311,"6 Dec. 2017 12:04:45 pm","P01","M","Speech-Foreign","B01",534,3,270,270,616,283.710937,629.25,"True"
1512522285801,"6 Dec. 2017 12:04:45 pm","P01","M","Speech-Foreign","B01",488,4,270,540,616,540,666.75,"True"
1512522286283,"6 Dec. 2017 12:04:46 pm","P01","M","Speech-Foreign","B01",482,10,270,540,1232,553.447266,1239.09375,"True"
1512522286803,"6 Dec. 2017 12:04:46 pm","P01","M","Speech-Foreign","B01",519,11,270,810,1232,802.353516,1274.25,"True"
1512522287389,"6 Dec. 2017 12:04:47 pm","P01","M","Speech-Foreign","B01",585,2,270,810,308,799.716797,401.4375,"True"
1512522287959,"6 Dec. 2017 12:04:47 pm","P01","M","Speech-Foreign","B01",569,12,270,270,1540,326.425781,1569.5625,"True"
1512522288470,"6 Dec. 2017 12:04:48 pm","P01","M","Speech-Foreign","B01",510,6,270,270,924,282.65625,963,"True"
1512522288931,"6 Dec. 2017 12:04:48 pm","P01","M","Speech-Foreign","B01",459,9,270,270,1232,274.21875,1303.3125,"True"
1512522289411,"6 Dec. 2017 12:04:49 pm","P01","M","Speech-Foreign","B01",478,12,270,270,1540,281.601562,1551.28125,"True"
1512522289926,"6 Dec. 2017 12:04:49 pm","P01","M","Speech-Foreign","B01",514,8,270,810,924,798.134766,972.84375,"True"
1512522290387,"6 Dec. 2017 12:04:50 pm","P01","M","Speech-Foreign","B01",459,11,270,810,1232,808.681641,1269.558228,"True"
1512522290902,"6 Dec. 2017 12:04:50 pm","P01","M","Speech-Foreign","B01",515,5,270,810,616,823.183594,686.90625,"True"
1512522291309,"6 Dec. 2017 12:04:51 pm","P01","M","Speech-Foreign","B01",405,5,270,810,616,816.855469,646.828125,"True"
1512522291840,"6 Dec. 2017 12:04:51 pm","P01","M","Speech-Foreign","B01",530,3,270,270,616,339.89563,630.65625,"True"
1512522292296,"6 Dec. 2017 12:04:52 pm","P01","M","Speech-Foreign","B01",456,0,270,270,308,277.910156,388.78125,"True"
1512522292804,"6 Dec. 2017 12:04:52 pm","P01","M","Speech-Foreign","B01",507,5,270,810,616,838.476562,662.0625,"True"
1512522293373,"6 Dec. 2017 12:04:53 pm","P01","M","Speech-Foreign","B01",568,14,270,810,1540,868.535156,1442.0625,"True"
1512520060473,"6 Dec. 2017 11:27:40 am","P01","M","Training","B01",2859,18,135,675,1386,670.253906,1408.3125,"True"
1512520061643,"6 Dec. 2017 11:27:41 am","P01","M","Training","B01",1168,14,135,675,1078,682.646484,1074.328125,"True"
1512520062528,"6 Dec. 2017 11:27:42 am","P01","M","Training","B01",884,16,135,135,1386,150.292969,1390.96875,"True"
1512520063357,"6 Dec. 2017 11:27:43 am","P01","M","Training","B01",827,19,135,945,1386,960.029297,1428,"True"
1512520064178,"6 Dec. 2017 11:27:44 am","P01","M","Training","B01",821,6,135,675,462,679.21875,459.5625,"True"
1512520064888,"6 Dec. 2017 11:27:44 am","P01","M","Training","B01",709,9,135,405,770,383.90625,789.09375,"True"
1512520065568,"6 Dec. 2017 11:27:45 am","P01","M","Training","B01",678,7,135,945,462,966.884766,458.625,"True"
1512520066290,"6 Dec. 2017 11:27:46 am","P01","M","Training","B01",722,16,135,135,1386,143.4375,1414.875,"True"
1512520066911,"6 Dec. 2017 11:27:46 am","P01","M","Training","B01",620,18,135,675,1386,676.14679,1409.566284,"True"
1512520067681,"6 Dec. 2017 11:27:47 am","P01","M","Training","B01",769,5,135,405,462,427.939453,498.9375,"True"
1512520068550,"6 Dec. 2017 11:27:48 am","P01","M","Training","B01",868,23,135,945,1694,955.546875,1686.28125,"True"
1512520069231,"6 Dec. 2017 11:27:49 am","P01","M","Training","B01",680,16,135,135,1386,148.974609,1377.375,"True"
1512520069973,"6 Dec. 2017 11:27:49 am","P01","M","Training","B01",741,3,135,945,154,971.103516,173.859375,"True"
1512520070801,"6 Dec. 2017 11:27:50 am","P01","M","Training","B01",827,22,135,675,1694,663.925781,1717.6875,"True"
1512520071630,"6 Dec. 2017 11:27:51 am","P01","M","Training","B01",828,9,135,405,770,434.003906,780.1875,"True"
